*N2O emissions output file

*DSSAT Cropping System Model Ver. 4.8.2.010 -develop  JUL 08, 2024 16:11:18

*RUN   1        : 0 KG N/HA                 CSCER048 RORO7401    1
 MODEL          : CSCER048 - Wheat
 EXPERIMENT     : RORO7401 WH N RESPONSE,ROTHAMSTED  8FE(N)  (DSSAT3)
 DATA PATH      : C:\DSSAT48\Wheat\
 TREATMENT  1   : 0 KG N/HA                 CSCER048
  
!              |------------------------------ Cumulative -----------------------------|------------------------------ Daily ----------------------------------|
!               N2Oemit  N2emit  NOemit   Denit  Nitrif   N2O-denit+nit      N2      NO N2Oemit  N2emit  NOemit   Denit  Nitrif   N2O-denit+nit      N2      NO   Denitrification (g[N]/ha) by soil depth (cm):                                   Nitrification (g[N]/ha) by soil depth (cm):                                     N2O flux (g[N]/ha) by soil depth (cm):                                          N2 flux (g[N]/ha) by soil depth (cm):                                           NO flux (g[N]/ha) by soil depth (cm):
!                 kg/ha   kg/ha   kg/ha   kg/ha   kg/ha   kg/ha   kg/ha   kg/ha   kg/ha    g/ha    g/ha    g/ha    g/ha    g/ha    g/ha    g/ha    g/ha    g/ha     0-5    5-15   15-25   25-35   35-45   45-55   55-65   65-95  95-125 125-155     0-5    5-15   15-25   25-35   35-45   45-55   55-65   65-95  95-125 125-155     0-5    5-15   15-25   25-35   35-45   45-55   55-65   65-95  95-125 125-155     0-5    5-15   15-25   25-35   35-45   45-55   55-65   65-95  95-125 125-155     0-5    5-15   15-25   25-35   35-45   45-55   55-65   65-95  95-125 125-155
@YEAR DOY   DAS   N2OEC    N2EC    NOEC    NDNC    NITC   N2ODC   N2ONC   N2FLC   NOFLC  N2OGED   N2GED   NOGED    NDND   NITRD   N2ODD   N2OND   N2FLD   NOFLD   NDN1D   NDN2D   NDN3D   NDN4D   NDN5D   NDN6D   NDN7D   NDN8D   NDN9D   NDN10   NIT1D   NIT2D   NIT3D   NIT4D   NIT5D   NIT6D   NIT7D   NIT8D   NIT9D   NIT10   N2O1D   N2O2D   N2O3D   N2O4D   N2O5D   N2O6D   N2O7D   N2O8D   N2O9D   N2O10   N2F1D   N2F2D   N2F3D   N2F4D   N2F5D   N2F6D   N2F7D   N2F8D   N2F9D   N2F10   NOF1D   NOF2D   NOF3D   NOF4D   NOF5D   NOF6D   NOF7D   NOF8D   NOF9D   NOF10
 1975 193   254    0.38    2.34    0.26    2.70    42.2   0.346   0.042   2.354   0.266     0.2     0.9     0.2     0.0     145    0.00    0.14    0.00    0.21     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0      0.     11.     17.     16.     16.      8.      7.     27.     23.     19.     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.1     0.1     0.0     0.0     0.0     0.0     0.0     0.0     0.0
 1975 194   255    0.38    2.34    0.26    2.70    42.3   0.346   0.042   2.354   0.266     0.2     0.8     0.2     0.0     140    0.00    0.14    0.00    0.20     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0      0.     11.     17.     16.     15.      7.      7.     26.     22.     19.     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.1     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0
 1975 195   256    0.38    2.34    0.26    2.70    42.5   0.346   0.042   2.354   0.266     0.2     0.8     0.2     0.0     142    0.00    0.14    0.00    0.21     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0      1.     11.     17.     16.     15.      7.      7.     26.     23.     20.     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.1     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0
 1975 196   257    0.38    2.34    0.26    2.70    42.6   0.346   0.043   2.354   0.266     0.2     0.7     0.2     0.0     144    0.00    0.14    0.00    0.21     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0      0.     11.     17.     16.     16.      8.      7.     26.     23.     20.     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.1     0.1     0.0     0.0     0.0     0.0     0.0     0.0     0.0
 1975 197   258    0.38    2.34    0.26    2.70    42.7   0.346   0.043   2.354   0.266     0.2     0.7     0.2     0.0     143    0.00    0.14    0.00    0.21     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0      0.     11.     17.     16.     15.      7.      7.     26.     23.     20.     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.1     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0
 1975 198   259    0.38    2.34    0.26    2.70    42.9   0.346   0.043   2.354   0.267     0.2     0.7     0.2     0.0     141    0.00    0.14    0.00    0.21     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0      0.     11.     17.     16.     15.      7.      7.     25.     23.     20.     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.1     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0
 1975 199   260    0.38    2.34    0.26    2.70    43.0   0.346   0.043   2.354   0.267     0.2     0.6     0.2     0.0     145    0.00    0.15    0.00    0.22     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0      0.     12.     17.     16.     16.      8.      7.     25.     24.     21.     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.1     0.1     0.0     0.0     0.0     0.0     0.0     0.0     0.0
 1975 200   261    0.38    2.34    0.26    2.70    43.2   0.346   0.043   2.354   0.267     0.2     0.5     0.2     0.0     144    0.00    0.14    0.00    0.22     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0      3.     11.     16.     16.     15.      7.      7.     25.     24.     20.     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.1     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0
 1975 201   262    0.38    2.35    0.26    2.70    43.3   0.346   0.043   2.354   0.267     0.2     0.5     0.2     0.0     136    0.00    0.14    0.00    0.21     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0      2.     11.     15.     15.     14.      7.      6.     23.     23.     20.     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.1     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0
 1975 202   263    0.38    2.35    0.26    2.70    43.4   0.346   0.043   2.354   0.267     0.2     0.5     0.2     0.0     133    0.00    0.13    0.00    0.20     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0      0.     11.     15.     15.     14.      7.      6.     23.     23.     20.     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.1     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0
 1975 203   264    0.38    2.35    0.26    2.70    43.6   0.346   0.044   2.354   0.268     0.2     0.5     0.2     0.0     129    0.00    0.13    0.00    0.19     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0      0.     10.     15.     14.     14.      7.      6.     22.     22.     19.     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.1     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0
 1975 204   265    0.38    2.35    0.26    2.70    43.7   0.346   0.044   2.354   0.268     0.2     0.5     0.2     0.0     126    0.00    0.13    0.00    0.19     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0      0.     10.     14.     14.     13.      6.      6.     22.     22.     19.     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.1     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0
 1975 205   266    0.38    2.35    0.26    2.70    43.8   0.346   0.044   2.354   0.268     0.2     0.5     0.2     0.0     126    0.00    0.13    0.00    0.19     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0      0.     10.     14.     14.     13.      6.      6.     21.     22.     19.     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.1     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0
 1975 206   267    0.38    2.35    0.26    2.70    43.9   0.346   0.044   2.354   0.268     0.2     0.4     0.2     0.0     121    0.00    0.12    0.00    0.18     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0      0.     10.     13.     13.     13.      6.      6.     20.     21.     19.     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.1     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0
 1975 207   268    0.38    2.35    0.26    2.70    44.1   0.346   0.044   2.354   0.268     0.2     0.4     0.2     0.0     115    0.00    0.11    0.00    0.17     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0      0.      9.     13.     12.     12.      6.      5.     19.     20.     18.     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0
 1975 208   269    0.38    2.35    0.26    2.70    44.2   0.346   0.044   2.354   0.269     0.2     0.4     0.2     0.0     117    0.00    0.12    0.00    0.17     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0      0.      9.     13.     12.     12.      6.      6.     20.     21.     18.     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.1     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0
 1975 209   270    0.38    2.35    0.26    2.70    44.3   0.346   0.044   2.354   0.269     0.2     0.4     0.2     0.0     119    0.00    0.12    0.00    0.18     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0      0.     10.     13.     13.     12.      6.      6.     20.     21.     18.     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.1     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0
 1975 210   271    0.38    2.35    0.26    2.70    44.4   0.346   0.044   2.354   0.269     0.2     0.4     0.2     0.0     123    0.00    0.12    0.00    0.19     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0      0.     10.     14.     13.     13.      6.      6.     20.     21.     19.     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.1     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0
 1975 211   272    0.38    2.35    0.26    2.70    44.6   0.346   0.045   2.354   0.269     0.2     0.3     0.2     0.0     133    0.00    0.13    0.00    0.20     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0      0.     11.     15.     14.     14.      7.      6.     22.     23.     20.     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.1     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0
 1975 212   273    0.38    2.35    0.26    2.70    44.7   0.346   0.045   2.354   0.269     0.2     0.3     0.2     0.0     144    0.00    0.14    0.00    0.22     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0      0.     13.     17.     16.     15.      7.      7.     23.     24.     21.     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.1     0.1     0.0     0.0     0.0     0.0     0.0     0.0     0.0
 1975 213   274    0.38    2.35    0.26    2.70    44.8   0.346   0.045   2.354   0.270     0.2     0.3     0.2     0.0     146    0.00    0.15    0.00    0.23     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0      0.     13.     17.     16.     16.      7.      7.     24.     25.     22.     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.1     0.1     0.0     0.0     0.0     0.0     0.0     0.0     0.0
 1975 214   275    0.38    2.35    0.26    2.70    45.0   0.346   0.045   2.354   0.270     0.2     0.3     0.2     0.0     147    0.00    0.15    0.00    0.23     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0      0.     13.     17.     16.     16.      7.      7.     24.     25.     22.     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.1     0.1     0.0     0.0     0.0     0.0     0.0     0.0     0.0

*DSSAT Cropping System Model Ver. 4.8.2.010 -develop  JUL 08, 2024 16:11:18

*RUN   2        : 30 KG N/HA                CSCER048 RORO7401    2
 MODEL          : CSCER048 - Wheat
 EXPERIMENT     : RORO7401 WH N RESPONSE,ROTHAMSTED  8FE(N)  (DSSAT3)
 DATA PATH      : C:\DSSAT48\Wheat\
 TREATMENT  2   : 30 KG N/HA                CSCER048
  
!              |------------------------------ Cumulative -----------------------------|------------------------------ Daily ----------------------------------|
!               N2Oemit  N2emit  NOemit   Denit  Nitrif   N2O-denit+nit      N2      NO N2Oemit  N2emit  NOemit   Denit  Nitrif   N2O-denit+nit      N2      NO   Denitrification (g[N]/ha) by soil depth (cm):                                   Nitrification (g[N]/ha) by soil depth (cm):                                     N2O flux (g[N]/ha) by soil depth (cm):                                          N2 flux (g[N]/ha) by soil depth (cm):                                           NO flux (g[N]/ha) by soil depth (cm):
!                 kg/ha   kg/ha   kg/ha   kg/ha   kg/ha   kg/ha   kg/ha   kg/ha   kg/ha    g/ha    g/ha    g/ha    g/ha    g/ha    g/ha    g/ha    g/ha    g/ha     0-5    5-15   15-25   25-35   35-45   45-55   55-65   65-95  95-125 125-155     0-5    5-15   15-25   25-35   35-45   45-55   55-65   65-95  95-125 125-155     0-5    5-15   15-25   25-35   35-45   45-55   55-65   65-95  95-125 125-155     0-5    5-15   15-25   25-35   35-45   45-55   55-65   65-95  95-125 125-155     0-5    5-15   15-25   25-35   35-45   45-55   55-65   65-95  95-125 125-155
@YEAR DOY   DAS   N2OEC    N2EC    NOEC    NDNC    NITC   N2ODC   N2ONC   N2FLC   NOFLC  N2OGED   N2GED   NOGED    NDND   NITRD   N2ODD   N2OND   N2FLD   NOFLD   NDN1D   NDN2D   NDN3D   NDN4D   NDN5D   NDN6D   NDN7D   NDN8D   NDN9D   NDN10   NIT1D   NIT2D   NIT3D   NIT4D   NIT5D   NIT6D   NIT7D   NIT8D   NIT9D   NIT10   N2O1D   N2O2D   N2O3D   N2O4D   N2O5D   N2O6D   N2O7D   N2O8D   N2O9D   N2O10   N2F1D   N2F2D   N2F3D   N2F4D   N2F5D   N2F6D   N2F7D   N2F8D   N2F9D   N2F10   NOF1D   NOF2D   NOF3D   NOF4D   NOF5D   NOF6D   NOF7D   NOF8D   NOF9D   NOF10
 1974 305     1    0.00    0.00    0.00    0.00     3.1   0.000   0.003   0.000   0.007     0.0     0.0     0.0     0.0    3064    0.00    3.06    0.00    6.84     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0      7.    112.    201.    367.    376.    257.    263.    821.    433.    227.     0.0     0.1     0.2     0.4     0.4     0.3     0.3     0.8     0.4     0.2     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.3     0.7     0.8     0.8     0.5     0.6     1.7     0.9     0.5
 1974 306     2    0.00    0.00    0.00    0.00     5.8   0.000   0.006   0.000   0.011     0.0     0.0     0.0     0.0    2777    0.00    2.78    0.00    4.27     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     34.    120.    176.    331.    338.    230.    235.    731.    383.    199.     0.0     0.1     0.2     0.3     0.3     0.2     0.2     0.7     0.4     0.2     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.1     0.3     0.3     0.5     0.5     0.3     0.3     1.0     0.5     0.3
 1974 307     3    0.00    0.00    0.00    0.00     8.5   0.000   0.009   0.000   0.014     0.0     0.0     0.1     0.0    2637    0.00    2.64    0.00    2.94     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     45.    140.    177.    313.    319.    216.    219.    676.    350.    181.     0.0     0.1     0.2     0.3     0.3     0.2     0.2     0.7     0.4     0.2     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.2     0.3     0.2     0.3     0.3     0.2     0.2     0.7     0.3     0.2
 1974 308     4    0.00    0.00    0.00    0.00    10.7   0.000   0.011   0.000   0.016     0.0     0.0     0.1     0.0    2244    0.00    2.24    0.00    2.08     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     38.    129.    172.     92.    299.    202.    204.    624.    320.    164.     0.0     0.1     0.2     0.1     0.3     0.2     0.2     0.6     0.3     0.2     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.1     0.2     0.2     0.1     0.3     0.2     0.2     0.5     0.3     0.1
 1974 309     5    0.00    0.00    0.00    0.00    12.8   0.000   0.013   0.000   0.019     0.1     0.0     0.2     0.0    2121    0.00    2.12    0.00    2.33     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     56.    152.    185.     97.    273.    183.    184.    561.    285.    145.     0.1     0.2     0.2     0.1     0.3     0.2     0.2     0.6     0.3     0.1     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.2     0.4     0.3     0.1     0.2     0.2     0.2     0.5     0.2     0.1
 1974 310     6    0.00    0.00    0.00    0.00    14.8   0.000   0.015   0.000   0.021     0.1     0.0     0.4     0.0    1994    0.00    1.99    0.00    2.52     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     66.    162.    189.     99.    251.    167.    168.    508.    256.    129.     0.1     0.2     0.2     0.1     0.3     0.2     0.2     0.5     0.3     0.1     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.3     0.5     0.3     0.1     0.2     0.1     0.1     0.4     0.2     0.1
 1974 311     7    0.00    0.00    0.00    0.00    16.5   0.000   0.017   0.000   0.023     0.2     0.0     0.4     0.0    1662    0.00    1.66    0.00    2.23     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     62.    157.    181.     96.     76.    150.    150.    451.    225.    114.     0.1     0.2     0.2     0.1     0.1     0.1     0.1     0.5     0.2     0.1     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.3     0.5     0.3     0.1     0.1     0.1     0.1     0.4     0.2     0.1
 1974 312     8    0.00    0.00    0.00    0.01    18.0   0.001   0.018   0.007   0.029     0.3     0.7     0.9     8.2    1473    1.27    1.47    6.95    5.30     4.2     1.6     1.0     1.4     0.0     0.0     0.0     0.0     0.0     0.0     46.    143.    167.     92.     73.    131.    132.    395.    196.     99.     0.7     0.4     0.3     0.3     0.1     0.1     0.1     0.4     0.2     0.1     3.6     1.4     0.9     1.2     0.0     0.0     0.0     0.0     0.0     0.0     2.3     1.3     0.6     0.2     0.1     0.1     0.1     0.3     0.2     0.1
